Inspection ID,DBA Name,AKA Name,License #,Facility Type,Risk,Address,City State Zip,Inspection Date,Inspection Type,Results
2051025,K INTERCONTINENTAL RESTAURANT,K INTERCONTINENTAL RESTAURANT (MOBILE FOOD),2523116,Mobile Food Dispenser,Risk 3  (Low),951 W WISE RD ,"SCHAUMBURG,IL,60193",05/24/2017,License,Pass
2050982,MOJO SOUTH WACKER,MOJO SOUTH WACKER,2534918,Restaurant,Risk 2 (Medium),200 S WACKER DR ,"312CHICAGO,IL,60606",05/24/2017,License,Not Ready
2050912,SUPREME CATERING COMPANY,SUPREME CATERING COMPANY,2501387,Mobile Food Dispenser,Risk 3 (Low),1900 S MAYWOOD DR ,"MAYWOOD,IL,60153",05/23/2017,License,Fail
2015308,HAROLD'S CHICKEN 57 LLC.,HAROLD'S CHICKEN,2363519,Restaurant,Risk 1 (High),6606 W NORTH AVE ,"Chicago,IL,60707",05/11/2017,Canvass Re-inspection,Pass
2015293,HAROLD'S CHICKEN 57 LLC.,HAROLD'S CHICKEN,2363519,Restaurant,Risk 1 (High),6606 W NORTH AVE ,"Chicago,IL,60707",05/04/2017,Canvass,Fail
2049319,LA CUCHARA,LA CUCHARA,2157659,Restaurant,Risk 1 (High),1521-1523 W MADISON ST ,"Chicago,IL,60607",04/26/2017,Complaint,Pass
1974294,Manierre,Manierre,24311,School,Risk 1 (HIGH),1420 N Hudson (432W) ,"CHESTNUT STREET,IL,60610",04/25/2017,Canvass,Pass w/ Conditions
2028665,BOP BAR KOREAN FOOD,BOP BAR KOREAN FOOD,2438187,Mobile Food Preparer,Risk 2 (Medium),239 GOLF MILL CENTER STE 322,"NILES NILES,IL,60714",04/20/2017,Canvass,Pass w/ Conditions
2028349,KITCHFIX,KITCHFIX GOLD COAST,2418085,Restaurant,Risk 1 (Medium),1165 N STATE ST ,",IL,",04/14/2017,Complaint,Pass
2010136,AUNTIE VEE'S CUPCAKES & DESSERTS,AUNTIE VEE'S CUPCAKES & DESSERTS,2314388,Mobile Food Dispenser,Risk 3 (Low),1020 W DEVON ,"ELK GROVE VILLAGE,IL,60007",04/11/2017,Canvass,Pass
1974257,Franklin Magnet,Franklin Fine Arts Magnet School,29081,School,Risk 1 (High),225 W Evergreen ST ,"Chicago,IL,60610",04-06-2017,Canvass,Pass
2009847,ROANOKE,RESIDENCE INN,2398426,Restaurant,Risk 1 (High),11 S LA SALLE ST ,"Chicago,IL,60603",04/05/2017,Canvass,Pass
2009837,Chicago Academy for the Arts,Chicago Academy for the Arts,3200708,School,Risk 3 (Low),1010 W Chicago AVE ,"Chicago,IL,60642",04/05/2017,Canvass,Pass
2009741,LITTLE LULU'S ITALIAN ICE INC.,LITTLE LULU'S ITALIAN ICE,2516653,Mobile Frozen Desserts Vendor,Risk 3 (Low),9416 W IRVING PARK RD ,"SCHILLER PARK,IL,60176",04/04/2017,License,Pass
2009745,LITTLE LULU'S ITALIAN ICE,LITTLE LULU'S ITALIAN ICE,2522507,Mobile Frozen Desserts Vendor,Risk 3 (Low),9416 W IRVING PARK RD ,"SCHILLER PARK,IL,60176",04/04/2017,License,Pass
2009720,THE GODDESS GOLD COAST,THE GODDESS AND GROCER,2397687,Restaurant,Risk 1 (High),1127 N STATE ST ,"CCHICAGO,IL,60610",04/04/2017,Canvass,Pass
2009410,BRITISH AIRWAYS,BRITISH AIRWAYS-1ST CLASS (T5-M12),2517809,Restaurant,Risk 3 (Low),11601 W TOUHY AVE ,",IL,60666",03/28/2017,License,Fail
2015229,A-MI-THA RESTAURANT,A-MI-THA RESTAURANT,1143174,Restaurant,Risk 1 (High),6207 N MILWAUKEE AVE ,"Chicago,IL,60646",03/28/2017,Short Form Complaint,Pass
2009417,BRITISH AIRWAYS,BRITISH AIRWAYS-TERRACE (T5-M11),2522168,Restaurant,Risk 1 (High),11601 W TOUHY AVE ,",IL,60666",03/28/2017,License,Pass
2009419,BRITISH AIRWAYS,BRITISH AIRWAYS-TERRACE (T5-M11),2522169,Restaurant,Risk 3 (Low),11601 W TOUHY AVE ,",IL,60666",03/28/2017,License,Pass
2009414,BRITISH AIRWAYS,BRITISH AIRWAYS-1ST CLASS (T5-M12),2517808,Restaurant,Risk 2 (Medium),11601 W TOUHY AVE ,",IL,60666",03/28/2017,License,Fail
2009394,BISI RESTAURANT,BISI RESTAURANT,2374042,MFD TRUCK,Risk 3   (Low),853 S ROSELLE RD ,"SCHAUMBURG,IL,60193",03/28/2017,License,Pass
2009387,"DINKY DONUTS, INC","DINKY DONUTS, INC",2262653,Shared Kitchen User (Long Term),Risk 2 (Medium),1223 N ROSSELL ,"OAK PARK,IL,60302",03/28/2017,Canvass,Pass w/ Conditions
1996054,AUNTIE VEE'S CUPCAKES & DESSERTS,AUNTIE VEE'S CUPCAKES & DESSERTS,2314388,Mobile Food Dispenser,Risk 3 (Low),1020 W DEVON ,"ELK GROVE VILLAGE,IL,60007",03/22/2017,License Re-inspection,Pass
2015212,A-MI-THA RESTAURANT,A-MI-THA RESTAURANT,1143174,Restaurant,Risk 1 (High),6207 N MILWAUKEE AVE ,"Chicago,IL,60646",03/17/2017,Canvass,Pass
1995776,MONICA'S PIZZA,MONICA'S PIZZA,2522031,Restaurant,Risk 1 (High),6446-6448 S PULASKI RD ,",IL,",03/17/2017,License,Pass
1995223,AUNTIE VEE'S CUPCAKES & DESSERTS,AUNTIE VEE'S CUPCAKES & DESSERTS,2314388,Mobile Food Dispenser,Risk 3 (Low),1020 W DEVON ,"ELK GROVE VILLAGE,IL,60007",03/08/2017,License,Fail
1990124,7-ELEVEN #37622B,7-ELEVEN #37622B,2492548,Grocery Store,Risk 2 (Medium),4 W JACKSON BLVD ,",IL,",03/07/2017,License,Pass
1990142,IZAKAYA YUME,IZAKAYA YUME,2476379,Mobile Food Preparer,Risk 2 (Medium),950 ESTES CT ,"SCHAUMBURG,IL,60193",03/07/2017,License,Pass
1990130,7-ELEVEN #37622B,7-ELEVEN #37622B,2492551,Grocery Store,Risk 2 (Medium),4 W JACKSON BLVD ,",IL,",03/07/2017,License,Pass
1990118,7-ELEVEN # 37622A,7 ELEVEN,2442933,Grocery Store,Risk 1 (High),4 W JACKSON BLVD ,",IL,",03/07/2017,Canvass,Out of Business
1989593,THREE CHEFS RESTURANT,THREE CHEFS RESTURANT,2009471,Restaurant,Risk 1 (High),8125 S HALSTED ST ,",IL,60620",02/23/2017,Complaint Re-inspection,Pass
1989559,CAFE 222 LLC,CAFE 222 LLC,2496208,Restaurant,Risk 1 (High),222 N CANAL ST ,"Chicago,IL,60606",02/23/2017,License,Pass
1989551,CAFE 222 LLC,CAFE 222 LLC,2496207,Restaurant,Risk 1   (High),222 N CANAL ST ,"Chicago,IL,60606",02/23/2017,License,Pass
1989406,ABUNDANT RESTAURANT,ABUNDANT RESTAURANT,2334464,Mobile Food Dispenser,Risk 3 (Low),1509 SIBLEY BLVD ,"CALUMET CITY,IL,60409",02/21/2017,License,Pass w/ Conditions
1989214,HALSTED STREET DELI & BAGEL,,2358755,Restaurant,Risk 1 (High),133 N WELLS ST ,",IL,",02/16/2017,Canvass,Out of Business
1983209,SOUP BARZ,SOUP BARZ,2511871,Restaurant,Risk 1 (High),133 N WELLS ST ,",IL,",2017-02-16,License,Pass
1983207,THREE CHEFS RESTURANT,THREE CHEFS RESTURANT,2009471,Restaurant,Risk 1 (High),8125 S HALSTED ST ,",IL,60620",02/16/2017,Complaint,Fail
1982719,THE ALLERTON HOTEL,THE ALLERTON HOTEL,2313729,Restaurant,  risk 1 (High),701 N Michigan AVE ,"Chicago,IL,60611",02/07/2017,Canvass,Pass w/ Conditions
1982714,PIKO STREET KITCHEN,PIKO STREET KITCHEN,2496125,Mobile Food Preparer,Risk 2 (Medium),950 ESTES CT ,"SCHAUMBURG,IL,60193",02/07/2017,License,Pass
1982709,PIKO STREET KITCHEN,PIKO STREET KITCHEN,2487574,Mobile Food Preparer,Risk 2 (Medium),3410 MAIN ST ,"SKOKIE,IL,60076",02/07/2017,Canvass,Out of Business
1982157,KING'S CHOP SUEY,KING'S CHOP SUEY,2055457,Restaurant,Risk 1 (High),4635 W 63RD ST ,"chicago,IL,60629",01/26/2017,Canvass,Pass
1982109,Carson (Old),Carson (Old),22601,School,Risk 1 (High),5516 S Maplewood (2532W) AVE ,"chicago,IL,60629",01/26/2017,Canvass,Pass
1982098,Carson (New),Carson (New),70217,School,Risk 1 (High),2550 W 56th (5600S) ST ,"chicago,IL,60629",01/26/2017,Canvass,Fail
1981963,LA COCINITA FOOD TRUCK CHICAGO,LA COCINITA FOOD TRUCK CHICAGO,2458565,Mobile Food Preparer,Risk 2 (Medium),1625 CHICAGO AVE ,"EVANSTON,IL,60201",01/24/2017,License Re-inspection,Pass
1981958,PIKO STREET KITCHEN,PIKO STREET KITCHEN,2496125,Mobile Food Preparer,  risk 2 (Medium),950 ESTES CT ,"SCHAUMBURG,IL,60193",01/24/2017,License,Not Ready
1981871,EBERHART ELEMENTARY SCHOOL,EBERHART ELEMENTARY SCHOOL,23041,School,Risk 1 (High),3400 W 65th PL ,"chicago,IL,60629",01/23/2017,Canvass,Pass
1981675,South Loop Elementary,South Loop Elementary,1745,School,Risk 1 (High),1212 S Plymouth CT ,"Chicago,IL,60605",01/19/2017,Canvass,Pass
1981621,LA COCINITA FOOD TRUCK CHICAGO,LA COCINITA FOOD TRUCK CHICAGO,2458565,Mobile Food Preparer,Risk 2 (Medium),1625 CHICAGO AVE ,"EVANSTON,IL,60201",01/18/2017,License Re-inspection,Fail
1981299,LA CUCHARA,LA CUCHARA,2157659,Restaurant,Risk 1 (High),1521-1523 W MADISON ST ,"Chicago,IL,60607",01/11/2017,Canvass,Pass
1979146,LA COCINITA FOOD TRUCK CHICAGO,LA COCINITA FOOD TRUCK CHICAGO,2458565,Mobile Food Preparer,Risk 2 (Medium),1625 CHICAGO AVE ,"EVANSTON,IL,60201",01/10/2017,License,Fail
1979109,McDONALDS,MCDONALD'S,2397974,Restaurant,Risk 2 (Medium),23 N WESTERN AVE ,"Chicago,IL,60612",01/10/2017,Complaint Re-inspection,Pass
1978862,SUN FRESH MARKET & DELI,SUN FRESH MARKET & DELI,2021825,Grocery Store,Risk 1 (High),3640 N CENTRAL AVE ,"CCHICAGO,IL,60634",01/04/2017,Canvass,Pass
1978839,McDONALDS,MCDONALD'S,2397974,Restaurant,Risk 2 (Medium),23 N WESTERN AVE ,"Chicago,IL,60612",01-03-2017,Complaint,Fail
1978518,LA COCINITA FOOD TRUCK CHICAGO,LA COCINITA FOOD TRUCK CHICAGO,245 8565,Mobile Food Preparer,Risk 2 (Medium),1625 CHICAGO AVE ,"EVANSTON,IL,60201",12/21/2016,License,Not Ready
1978226,THE DINING ROOM AT KENDALL NFP,THE DINING ROOM,1963511,Restaurant,Risk 1 (High),900 N NORTH BRANCH ST ,"Chicago,IL,60642",12/15/2016,Canvass,Pass
1978218,KENDALL COLLEGE,KENDALL COLLEGE/CULINARY SCHOOL KITCHEN CLASSROOMS,2013962,COLLEGE,Risk 1 (High),900 N NORTH BRANCH ST ,"Chicago,IL,60642",12/15/2016,Canvass,Pass
1977163,LA COCINITA FOOD TRUCK CHICAGO,LA COCINITA FOOD TRUCK CHICAGO,2458565,Mobile Food Preparer,Risk 2 (Medium),1625 CHICAGO AVE ,"EVANSTON,IL,60201",12/14/2016,License,Not Ready
1977124,Chartwells,Chartwells,1166638,Special Event,Risk 2 (Medium),2324 N FREMONT ST ,"Chicago,IL,",12/14/2016,Canvass,Pass
1977089,SUBWAY,,1991157,Restaurant,Risk 2 (Medium),2184 N CLYBOURN BLDG ,",IL,",12/13/2016,Canvass,Out of Business
1976794,LA COCINITA FOOD TRUCK CHICAGO,LA COCINITA FOOD TRUCK CHICAGO,2364054,Mobile Food Preparer,Risk 1 (High),7770 FRONTAGE RD ,"SKOKIE,IL,60077",12/08/2016,Canvass,Out of Business
1976769,PIKO STREET KITCHEN,PIKO STREET KITCHEN,2334778,Mobile Food Preparer,Risk 2 (Medium),627 ESTES AVE ,"SCHAUMBURG,IL,60193",12/08/2016,Canvass,Out of Business
1976749,"MEENA MARKET, INC.","MEENA MARKET, INC",2501064,Grocery Store,Risk 3 (Low),4635 W 63RD ST ,"chicago,IL,60629",12/08/2016,License Re-inspection,Pass
1976558,"MEENA MARKET, INC.","MEENA MARKET, INC",2501064,Grocery Store,Risk 3 (Low),4635 W 63RD ST ,"chicago,IL,60629",12/06/2016,License,Fail
1976467,BOP BAR KOREAN FOOD,BOP BAR KOREAN FOOD,2438187,Mobile Food Preparer,Risk 2 (Medium),239 GOLF MILL CENTER STE 322,"NILES NILES,IL,60714",12/05/2016,Canvass,Pass
1976006,"OBERWEIS DAIRY, INC",OBERWEIS DAIRY,2180056,Restaurant,Risk 2 (Medium),3055 N SHEFFIELD AVE ,",IL,",11/25/2016,Complaint Re-inspection,Pass
1975747,"OBERWEIS DAIRY, INC",OBERWEIS DAIRY,2180056,Restaurant,Risk 2 (Medium),3055 N SHEFFIELD AVE ,",IL,",11/18/2016,Complaint,Fail
1975559,HAROLD'S CHICKEN 57 LLC.,HAROLD'S CHICKEN,2363519,Restaurant,Risk 1 (High),6606 W NORTH AVE ,"Chicago,IL,60707",11/16/2016,Canvass,Pass
1971003,"Payton, Walter (H/S)",WALTER PAYTON COLLEGE PREP,70020,School,Risk 1 (High),1034 N Wells ST ,"CHicago,IL,60610",11/08/2016,Canvass Re-inspection,Pass
1970632,CHICAGO PIZZA BOSS,CHICAGO PIZZA BOSS,2240789,Mobile Food Preparer,Risk 2 (Medium),950 ESTES CT ,"SCHAUMBURG,IL,60193",11/01/2016,License Re-inspection,Pass
1970412,"Payton, Walter (H/S)",WALTER PAYTON COLLEGE PREP,70020,School,Risk 1 (High),1034 N Wells ST ,"CHicago,IL,60610",10/28/2016,Canvass,Fail
1970230,CHICAGO PIZZA BOSS,CHICAGO PIZZA BOSS,2240789,Mobile Food Preparer,Risk 2 (Medium),950 ESTES CT ,"SCHAUMBURG,IL,60193",10/25/2016,License,Not Ready
1695214,SAUGANASH SCHOOL FOR THE YOUNG YEARS,SAUGANASH SCHOOL FOR THE YOUNG YEARS,2364330,Children's Services Facility,Risk 3 (Low),4541 W PETERSON AVE ,",IL,60646",10/17/2016,License,Pass
1966454,"JUST LIKE HOME, BALDWIN DAY CARE","JUST LIKE HOME, BALDWIN DAY CARE",2216016,Daycare Combo 1586,Risk 1 (High),301 E 79th ST ,"Chicago,IL,60619",10/14/2016,Canvass,Pass
1966438,BAMBU DESSERTS AND DRINKS,,2458787,,,5010 N BROADWAY ,",IL,60640",10/13/2016,License,Not Ready
1966010,BAMBU DESSERTS AND DRINKS,,2458787,,,5010 N BROADWAY ,",IL,60640",10/05/2016,License,Not Ready
1965885,SAUGANASH SCHOOL FOR THE YOUNG YEARS,SAUGANASH SCHOOL FOR THE YOUNG YEARS,2364330,Children's Services Facility,Risk 3 (Low),4541 W PETERSON AVE ,",IL,60646",10/04/2016,License,Not Ready
1965456,Bradwell School of Excellence,Myra Bradwell Math Science and Technology Academy,22291,School,Risk 1 (High),7736 S Burnham (2800E) ,"chicago,IL,60649",09/28/2016,Canvass,Pass w/ Conditions
1965412,LA CUCHARA,LA CUCHARA,2157659,Restaurant,Risk 1 (High),1521-1523 W MADISON ST ,"Chicago,IL,60607",09/27/2016,Canvass,Pass
1965359,PIKO STREET KITCHEN,PIKO STREET KITCHEN,2487574,Mobile Food Preparer,Risk 2 (Medium),3410 MAIN ST ,"SKOKIE,IL,60076",09/27/2016,License Re-inspection,Pass
1965264,Black Magnet Branch,Black Magnet Branch,29382,School,Risk 1 (High),7133 S Coles (2500E) ,"chicago,IL,60649",09/26/2016,Canvass,Pass
1960841,PIKO STREET KITCHEN,PIKO STREET KITCHEN,2487574,Mobile Food Preparer,Risk 2 (Medium),3410 MAIN ST ,"SKOKIE,IL,60076",09/20/2016,License,Fail
1960254,ROANOKE,RESIDENCE INN,2398426,Restaurant,Risk 1 (High),11 S LA SALLE ST ,"Chicago,IL,60603",09/13/2016,Canvass,Pass
1953935,HALSTED STREET DELI & BAGEL,,2358755,Restaurant,Risk 1 (High),133 N WELLS ST ,",IL,",09/08/2016,Canvass,Pass w/ Conditions
1950473,Kendall College,The Daily Grind,2298546,Restaurant,Risk 2 (Medium),900 N NORTH BRANCH ST ,"Chicago,IL,60642",08/16/2016,Canvass Re-inspection,Pass
1950389,"AMY BECK CAKE DESIGN, LLC","AMY BECK CAKE DESIGN, LLC",2079264,Bakery,Risk 1 (High),636 N RACINE AVE ,",,60642",08/15/2016,Canvass,Pass
1949066,MY FIT FOODS,MY FIT FOODS,2229577,Grocery Store,Risk 3 (Low),3701 N HALSTED ST ,",IL,",08/09/2016,Canvass,Pass
1949006,MCDONALDS #12003,MCDONALDS #12003,1043070,Restaurant,Risk 2 (Medium),8871 S KINGSTON AVE ,"Chicago,IL,60617",08/09/2016,Canvass,Out of Business
1948723,K INTERCONTINENTAL RESTAURANT,K INTERCONTINENTAL RESTAURANT,2469624,Mobile Food Dispenser,Risk 3 (Low),627 ESTES AVE ,"SCHAUMBURG,IL,60193",08/04/2016,License,Pass
1948575,McDONALDS,MCDONALD'S,2397974,Restaurant,Risk 2 (Medium),23 N WESTERN AVE ,"Chicago,IL,60612",08/02/2016,Canvass Re-inspection,Pass w/ Conditions
1948545,SOUTHSIDE PIZZA INC,LITTLE CAESARS,2093093,Restaurant,Risk 2 (Medium),7902 S Exchange AVE ,"Chicago,IL,60617",08/02/2016,Canvass,Pass w/ Conditions
1948469,McDONALDS,MCDONALD'S,2397974,Restaurant,  Risk 2 (Medium),23 N WESTERN AVE ,"Chicago,IL,60612",07/29/2016,Canvass,Fail
1948430,ATTOCK SUBMARINE,ATTOCK SUBMARINE,2162440,Restaurant,Risk 2 (Medium),3006 E 92ND ST ,"Chicago,IL,60617",07/29/2016,Short Form Complaint,Pass
1937672,CHICAGO PIZZA BOSS,CHICAGO PIZZA BOSS,2240789,Mobile Food Preparer,Risk 2 (Medium),950 ESTES CT ,"SCHAUMBURG,IL,60193",06/28/2016,License,Fail
1932844,Duran European Sandwiches Cafe,Duran European Sandwiches Cafe,2202881,Restaurant,Risk 1 (High),529 N Milwaukee AVE ,"Chicago,IL,60642",06/16/2016,Canvass,Out of Business
1932798,STANDING PASSENGERS INC.,STANDING PASSENGERS INC.,2446708,Restaurant,Risk 2 (Medium),1458 W Chicago AVE ,"Chicago,IL,60642",06/15/2016,License,Pass
1932088,South Loop Elementary,South Loop Elementary,1745,School,Risk 1 (High),1212 S Plymouth CT ,"Chicago,IL,60605",06/03/2016,Canvass,Pass
1931965,ATTOCK SUBMARINE,ATTOCK SUBMARINE,2162440,Restaurant,Risk 2 (Medium),3006 E 92ND ST ,"Chicago,IL,60617",06/01/2016,Short Form Complaint,Pass
1931932,McDONALDS,MCDONALD'S,2397974,Restaurant,Risk 2 (Medium),23 N WESTERN AVE ,"Chicago,IL,60612",06/01/2016,Canvass,No Entry
1931928,SAN FELIPE FRESH MARKET,SAN FELIPE FRESH MARKET,2404664,Grocery Store,Risk 1 (High),3440 W MONTROSE AVE ,"Chicago,IL,60618",06/01/2016,Canvass,Pass
1931400,7-ELEVEN # 37622A,7 ELEVEN,2442936x,Grocery Store,Risk 3 (Low),4 W JACKSON BLVD ,",IL,",05/23/2016,License Re-inspection,Pass
1931402,Kendall College,The Daily Grind,2298546,Restaurant,Risk 2 (Medium),900 N NORTH BRANCH ST ,"Chicago,IL,60642",05/23/2016,Canvass,Fail
1931389,THE DINING ROOM AT KENDALL NFP,THE DINING ROOM,1963511,Restaurant,Risk 1 (High),900 N NORTH BRANCH ST ,"Chicago,IL,60642",05/23/2016,Canvass Re-inspection,Pass
1931384,KENDALL COLLEGE,KENDALL COLLEGE/CULINARY SCHOOL KITCHEN CLASSROOMS,2013962,COLLEGE,Risk 1 (High),900 N NORTH BRANCH ST ,"Chicago,IL,60642",05/23/2016,Canvass Re-inspection,Pass
1931356,7-ELEVEN # 37622A,7 ELEVEN,2442933,Grocery Store,Risk 1 (High),4 W JACKSON BLVD ,",IL,",05/20/2016,License Re-inspection,Pass
1931245,THE ALLERTON HOTEL,THE ALLERTON HOTEL,2313729,Restaurant,Risk 1 (High),701 N Michigan AVE ,"Chicago,IL,60611","May 19, 2016",Canvass,Pass
1770930,7-ELEVEN # 37622A,7 ELEVEN,2442936,Grocery Store,Risk 3 (Low),4 W JACKSON BLVD ,",IL,",05/17/2016,License,Fail
1770904,7-ELEVEN # 37622A,7 ELEVEN,2442933,Grocery Store,Risk 1 (High),4 W JACKSON BLVD ,",IL,",05/17/2016,License,Fail
1770883,THE DINING ROOM AT KENDALL NFP,THE DINING ROOM,1963511,Restaurant,Risk 1 (High),900 N NORTH BRANCH ST ,"Chicago,IL,60642",05/16/2016,Canvass,Fail
1770873,KENDALL COLLEGE,KENDALL COLLEGE/CULINARY SCHOOL KITCHEN CLASSROOMS,2013962,COLLEGE,Risk 1 (High),900 N NORTH BRANCH ST ,"Chicago,IL,60642",05/16/2016,Canvass,Fail
1770599,BOP BAR KOREAN FOOD,BOP BAR KOREAN FOOD,2438187,Mobile Food Preparer,Risk 2 (Medium),239 GOLF MILL CENTER STE 322,"NILES NILES,IL,60714",05/11/2016,License,Pass
1770523,A-MI-THA RESTAURANT,A-MI-THA RESTAURANT,1143174,Restaurant,Risk 1 (HIGH),6207 N MILWAUKEE AVE ,"Chicago,IL,60646",05/10/2016,Canvass,Pass
1770368,SUN FRESH MARKET & DELI,SUN FRESH MARKET & DELI,2021825,Grocery Store,Risk 1 (High),3640 N CENTRAL AVE ,"CCHICAGO,IL,60634",05/09/2016,Canvass,Pass w/ Conditions
1764114,THE GODDESS GOLD COAST,THE GODDESS AND GROCER,2397687,Restaurant,Risk 1 (High),1127 N STATE ST ,"CCHICAGO,IL,60610",05/04/2016,Canvass Re-inspection,Pass
1763730,Chicago Academy for the Arts,Chicago Academy for the Arts,3200708,School,Risk 3 (Low),1010 W Chicago AVE ,"Chicago,IL,60642",04/27/2016,Canvass,Pass
1763686,THE GODDESS GOLD COAST,THE GODDESS AND GROCER,2397687,Restaurant,Risk 1 (High),1127 N STATE ST ,"CCHICAGO,IL,60610",04/27/2016,Canvass,Fail
1763421,LUTZ CONTINENTAL CAFE & PASTRY SHOP,LUTZ CONTINENTAL CAFE & PASTRY SHOP,1356917,Bakery,Risk 2 (Medium),2454-2458 W MONTROSE AVE ,"CCHICAGO,IL,60618",04/22/2016,Canvass,Pass
1763245,EAT N RUN CHICKEN AND FISH,EAT N RUN CHICKEN AND FISH,2442868,Restaurant,Risk 1 (High), ,",IL,",04/19/2016,License,Not Ready
