id,name,sponsor,event,venue,place,physical_description,occasion,notes,call_number,keywords,language,date,location,location_type,currency,currency_symbol,status,page_count,dish_count
31097,,The Commodore Hotel,,,,19.5x14cm,,grill room luncheon,1933-0199_wotm,,,1933-05-18,The Commodore Hotel,,,,complete,1,25
17273,,,,,,,,,,,,1900-08-22,Nippon Yusen Kaisha,,,,complete,2,14
12527,,CUNARD LINE,DINNER,COMMERCIAL,"R.M.S. ""CAMPANIA""",CARD; ILLUS; COL; 4.5X6.5;,OTHER (DAILY);,"PRICED WINE, TOBACCO LIST ON BACK; CUNARD STEAMSHIP CO. FLAG AT TOP;",1900-2140,,,1900-02-26,Cunard Line,,,,complete,2,93
25566,,NORDDEUTSCHER LLOYD BREMEN,FRUHSTUCK,COMMERCIAL,"SCHNELLDAMPFER ""HOHENZOLLERN""",CARD; ILLUS; COL; 5.25X8;,,GERMAN & ENGLISH; ILLUSTRATION OF STEAMSHIP IN HARBOUR SURROUNDED BY SMALLER VESSELS;,1901-950,,,1901-04-18,Norddeutscher Lloyd Bremen,,,,complete,2,75
20249,,HAMBURG-AMERIKA LINIE,LUNCH,COMMERCIAL,EN ROUTE ABOARD FURST BISMARCK,CARD; ILLUS; COL; 5 X 8;,,MENU IN GERMAN ONLY; ILLUSTATION OF SHIP AND WOMAN IN CLASSICAL DRESS WITH SHIELD SAYING HAPAG;,1901-1701,,,1901-06-20,Hamburg Amerika Linie,,,,complete,2,11
22779,,THE PENNSYLVANIA BAR ASSOCIATION ON BEHALF OF THE BAR OF THE COMMONWEALTH,"BANQUET AND RECEPTION COMMEMORATING 50 YEARS SINCE THE ADMISSION OF HONORABLE JAMES TYNDALE MITCHELL,LL.D. CHIEF JUSTICE OF THE SUPREME COURT OF PA TO THE BAR OF PHILADELPHIA",PROF;,"HORTICULTURAL HALL, PHILADELPHIA, PA",BOOKLET; ILLUS; COL; 7X8.75;,COMPLIMENTARY/TESTIMONIAL,"WINES LISTED; DRAWINGS AND QUOTES THROUGHOUT; PHOTO OF MR. MITCHELL AND DATES PERTINENT TO HIS LIFE LISTED; TOASTS, MUSIC AND PARTICIPANTS LISTED;",1907-997,,,1907-11-23,The Pennsylvania Bar Association On Behalf Of The Bar Of The Commonwealth,,,,complete,20,29
34189,Ye Olde Dutch Tavern,Ye Olde Dutch Tavern,,,,28x18cm,,,1914-0891_wotm,,,1914-09-01,Ye Olde Dutch Tavern,,Dollars,$,complete,2,218
28340,,Topside,,,,10x15cm folded; 29x15cm open,,,1982-0001_wotm,,,1982-07-27,Topside,,Dollars,$,complete,3,97
29900,,The Maplewood,,,,26.5x17.5cm,,,1948-0058_wotm,,,1948-08-27,The Maplewood,,,,complete,2,33
35356,Adam's Restaurant,Adam's Restaurant,,,,,,Domestic Science at Hampton,1913-0584_wotm,,,1913-06-23,Adam's Restaurant,,Dollars,$,complete,4,22
20904,,TOYO KISEN KAISHA,TIFFIN,COMMERCIAL,EN ROUTE ABOARD SS HONG KONG MARU,BROADSHEET; ILLUS; 6.5 X 7.75;,,"B&W PHOTOGRAPHS OF VARIOUS POINTS OF INTEREST IN AMERICA, HAWAII, CHINA;JAPAN;",1900-4487,,,1900-09-26,Toyo Kisen Kaisha,,,,complete,2,37
17067,,NORDDEUTSCHERRR LLOYD BREMEN,BREAKFAST,COMMERCIAL,"SS ""FRIEDRICH DER GROSSE""",CARD; ILLUS; COL; 5.25X8;,,"GERMAN & ENGLISH; ILLUSTRATIONS OF SEA SCENE WITH MANY SHIPS, ALSO A TABLE SET WITH TANKARD, WINEGLASSES, WINE BOTTLE, LOBSTER; CARD ALSO A POSTCARD;",1901-1679,,,1901-06-18,Norddeutscherrr Lloyd Bremen,,,,complete,2,68
26336,,LONGFELLOW CENTENARY,DINNER,SOC;,"NATIONAL ARTS CLUB, NEW YORK, NY",CARD; COL; 4.5X7;,COMPLIMENTARY/TESTIMONIAL,BUFF STOCK;,1907-276,,,1907-02-27,Longfellow Centenary,,,,complete,2,13
35060,Gardner & Smith,Gardner & Smith,,,,,,The Mendelssohn Glee Club,1913-0288_wotm,,,1913-03-14,Gardner & Smith,,Dollars,$,complete,4,298
33085,Fifth Avenue Restaurant,Fifth Avenue Restaurant,,,,26.5x20.5cm folded; 26.5x41cm open,,,1917-0578_wotm,,,1917-11-20,Fifth Avenue Restaurant,,Dollars,$,complete,3,125
13714,,TOYO KISEN KAISHA - HING KONG MARU,BREAKFAST,COM,EN ROUTE,"FOLDER; ILLUS, COVER;3 X 7.75;",,,1900-4638,,,1900-10-09,Toyo Kisen Kaisha   Hing Kong Maru,,,,complete,2,24
24824,,NORWEGIAN GOVERNMENT,DINNER TO QUEEN ALEXANDRE & PRINCESS VICTORIA OF RUSSIA,GOV;,"PALAIS ROYAL - CHRISTIANIA,NORWAY",CARD;ROYAL EMBLEM;3X5;,COMPLIMENTARY/TESTIMONIAL,MENU IN FRENCH;,1907-752,,,1907-08-24,Norwegian Government,,,,complete,2,11
14425,,TWENTIETH CENTURY ALDERMANIR ASSOCIATION,DINNER,SOC;,"COPLEY SQUARE HOTEL, BOSTON, MA",FOLDER; 4X6;,COMPLIMENTARY/TESTIMONIAL,,1907-1051,,,1907-12-07,Twentieth Century Aldermanir Association,,,,complete,4,18
33147,John Wanamaker,John Wanamaker,,,,25.5x17.5cm,,,1917-0897_wotm,,,1917-12-11,John Wanamaker,,Dollars,$,complete,1,43
30386,,United States Senate Office Building Restaurant,,,,28x20.5cm,,,1940-0050_wotm,,,1940-03-30,United States Senate Office Building Restaurant,,Dollars,$,complete,1,90
29254,,Toots Shor,,,,35x25.5cm folded; 35x51cm open,,,1954-0030_wotm,,,1954-04-14,Toots Shor,,Dollars,$,complete,4,151
26846,,Restaurant Konighof,,RESTAURANT,Restaurant Konighof,Folder; 5 x 8 inches,,Dieter Zander Collection.,Zander 318 undated,,,,Restaurant Konighof,,,,complete,2,7
23890,,HAMBURG-AMERIKA LINIE,"DAILY MENU, DINNER",COMMERCIAL,"ON BOARD ""KAISERIN AUGUSTE VICTORIA""",BROADSIDE; COL; 8.5X12.5;,,"""THIS WAS OBTAINED ON BOARD THE 'KAISERIN AUGUSTE VICTORIA' 18, JULY, 1906 BUTTOLPH"" WRITTEN ON BACK; RITZ CARLTON RESTAURANT PRICED MENU; MENU IN FRENCH;",1906-576,,,1906-07-14,Hamburg Amerika Linie,,Deutsche Marks,DM,complete,2,65
27374,,Park Lane,dinner,RESTAURANT,Park Lane; Park Lounge,broadside; 7.75 x 12.25 inches,SECULAR HOLIDAY,"Baratta collection; wine suggestions; couvert $8.00 per person; music by Jan Schaff; ""Service from Noon Onward In The Park Lounge""; color (red, gold)",Baratta 83,,,1963-11-28,Park Lane,,Dollars,$,complete,1,38
24304,,FRATERNAL UNION OF ANOINTED HIGH PRIESTS OF THE STATE OF NEW YORK,THIRD ANNUAL BANQUET,SOC;,"RICCADONNA'S, NEW YORK, NY",FOLDER; ILLUS;4.5X5.5;,ANNIVERSARY;,DECORATED WITH GOLD LEAVES AND MENU EMBOSSED; INCLUDES OFFICERS AND DETAILS OF PROGRAM,1893-073,,,1893-06-05,Fraternal Union Of Anointed High Priests Of The State Of New York,,,,complete,4,22
19841,,HAMBURG-AMERIKA LINIE,LUNCH,COMMERCIAL,EN ROUTE ABOARD SCNELLDAMPFER (EXPRESS STEAMER) AUGUSTE VICTORIA,CARD; ILLS; 5 X 8;,,GERMAN AND ENGLISH; WOMAN IN CLASSICAL DRESS HOLDING SHIELD WITH INITIALS  H.A.P.A.G.; STEAMER; FRUITS;,1900-2593,,,1900-03-28,Hamburg Amerika Linie,,,,complete,2,26
33173,The Biltmore,The Biltmore,,,,28x18cm folded; 28x36cm open,,,1917-0923_wotm,,,1917-12-14,The Biltmore,,Dollars,$,complete,4,170
12993,,PENNSYLVANIA RAILROAD,PERSONALLY CONDUCTED TOUR THROUGH MEXICO & CALIFORNIA,COMMERCIAL,"PULLMAN, EN ROUTE",CARD; 5.25X7;,,,1900-1086,,,1900-02-15,Pennsylvania Railroad,,,,complete,2,26
30175,,Waldorf Astoria,,,,23.5x15.5cm folded; 23.5x31cm open,,Metropolitan Life Insurance Company,1939-0127_wotm,,,1939-05-24,Waldorf Astoria,,,,complete,22,17
35148,Hanover Lunch,Hanover Lunch,,,,,,Brownsville Board of Trade,1913-0376_wotm,,,1913-04-17,Hanover Lunch,,Drachmas,Drs.,complete,2,69
28552,,R.M.S. Parthia,,,,16.5x21cm folded; 16.5x42cm open,,,1957-0090_wotm,,,1957-09-06,R.M.S. Parthia,,,,complete,3,70
20862,,NIPPON YUSEN KAISHA,DINNER,COMMERCIAL,EN ROUTE ABOARD SS. KASUGA,BROADSHEET; ILLUS; COL; 10.5 X 9.5;,,HANDWRITTEN; ILLUSTRATION OF CHILDREN CARRYING LANTERNS AND DRUM; MAP OF STEAMSHIP ROUTES ON BACK;,1900-4198,,,1900-08-30,Nippon Yusen Kaisha,,,,complete,2,20
31437,,Hotel Brevoort,,,,46x15cm,,The Dickens Fellowship,1932-0006_wotm,,,1932-02-06,Hotel Brevoort,,,,complete,1,13
29984,,[Restaurant And/Or Location Not Given],,,,25x19cm folded; 25x38cm open,,,1949-0074_wotm,,,1949-12-24,[Restaurant And/Or Location Not Given],,,,complete,2,50
32747,Hotel Imperial,Hotel Imperial,,,,28x18cm,,,1917-0484_wotm,,,1917-11-15,Hotel Imperial,,Dollars,$,complete,2,113
30956,,Hotel Majestic,,,,19x12cm,,,1938-0184_wotm,,,1938-12-15,Hotel Majestic,,,,complete,1,20
20197,,NIPPON YUSEN KAISHA,TIFFIN,COMMERCIAL,EN ROUTE ABOARD SS. KASUGA,BROADSIDE; 5.5 X 7.75;,DAILY,HANDWRITTEN; RED BORDER;,1900-4668,,,1900-10-11,Nippon Yusen Kaisha,,,,complete,2,12
32375,Healy's Forty-second Street restaurant,Healy's Forty-second Street restaurant,,,,33x18cm,,dinner,1918-0251_wotm,,,1918-02-19,Healy's Forty-second Street restaurant,,Dollars,$,complete,2,311
33159,Waldorf Astoria,Waldorf Astoria,,,,23x17.5cm folded; 23x35cm opened,,,1917-0909_wotm,,,1917-12-12,Waldorf Astoria,,Dollars,$,complete,4,186
28244,,S.S. Nieuw Amsterdam,,,,34x21cm,,,1965-0056_wotm,,,1965-07-03,S.S. Nieuw Amsterdam,,,,complete,1,114
31473,,"T.N. ""Conte Di Savoia""""""",,,,20x14cm folded; 20x28cm open,,,1932-0042_wotm,,,1932-12-17,"T.N. ""Conte Di Savoia""""""",,,,complete,4,48
14836,,,,,,,,,,,,1900-04-08,Master Printers' Association,,,,complete,2,30
27911,,The Four Seasons,,,,22x14cm folded; 22x28cm open,,,1973-0019_wotm,,,1973-01-17,"The Wine And Food Society, Incorporated, New York",,,,complete,4,13
12482,,NOVIOMAGUS,DINNER,,"FREEMASONS' TAVERN, [LONDON, ENGLAND]",CARD; 4.25X6.25;,,FRENCH; [LOCATION INFO HANDWRITTEN ON BACK OF MENU];,1900-2856,,,1900-04-18,Noviomagus,,,,complete,2,16
19715,,HOTEL MARIE ANTOINETTE,LUNCHEON,COMMERCIAL,66TH STREET AND BROADWAY [NY],CARD;4.75 X 7.5;,,PRICED MENU;,1900-2193,,,1900-02-27,Hotel Marie Antoinette,,Dollars,$,complete,2,81
16941,,STATLER'S HOTEL AND RESTAURANT,DINNER,COMMERCIAL,"ELLICOTT SQUARE, BUFFALO, NY",CARD; COL; ILLUS; 5.75 X 8;,,GREEN ILLUSTRATION OF HOTEL AND BUFFALO EXPOSITION (?);,1901-1813,,,1901-07-02,Statler's Hotel And Restaurant,,,,complete,2,23
35307,Plaza,Plaza,,,,,,The Chironian,1913-0535_wotm,,,1913-05-29,Plaza,,,,complete,8,16
28851,,Holland America Cruises,,,,28x21.5cm folded; 28x43 open,,,1987-0084_wotm,,,1987-01-01,Holland America Cruises,,Dollars,$,complete,3,45
32703,Delmonicos,Delmonicos,,,,30.5x22cm,,menu also printed in French,1917-0441_wotm,,,1917-11-13,Delmonicos,,Dollars,$,complete,2,254
23366,,SOCIETY SONS OF THE REVOLUTION IN THE STATE OF MISSOURI,FIRST ANNUAL BANQUET,PATR;,"MERCANTILE CLUB HOUSE, ST. LOUIS MO",CARD FOLDER; ILLUS; COL; 4.25 X 5.5;,OTHER (ANNIV),"PORTRAIT OF WASHINGTON, BLUE; GOLD LAUREL WREATH; FRENCH; TWO COPIES;",1895-043,,,1895-02-22,Society Sons Of The Revolution In The State Of Missouri,,,,complete,6,12
22600,,COEUR DE LION CAMMANDERY NUMBER TWENTY-THREE KNIGHTS TEMPLAR,ALL AMERICAN BANQUET IN HONOR OF EDWIN C. HALL,SOC;,NEW YORK,FOLDER; ILLUS; 6 X 9;,COMPLIMENTARY/TESTIMONIAL,COURSES CHOSEN TO ILLUSTATION VARIOUS AREAS OF THE U.S.; SMALL SKETCHES; SKETCH OF EDWIN C. HALL;,1907-065,,,1907-01-11,Coeur De Lion Cammandery Number Twenty Three Knights Templar,,,,complete,8,18
25930,,ASTOR HOUSE,DINNER,COMMERCIAL,NEW YORK,FOLDER; ILLUS; 7 X 10;,DINNER,PRICED MENU AND WINE LIST; ILLUS. OF HOTEL; CAUTIONARY NOTE ABOUT CHECKING PRICES ON CHECK WITH MENU;,1900-062,,,1900-01-07,Astor House,,Dollars,$,complete,4,489
24331,,AMERICAN LINE TO MONTREAL,BREAKFAST,COMMERCIAL,AT SEA,CARD; ILLUS; 5.25 X 8.25;,,ILLUSTRATION OF SHIP; PRICED WINE LIST;,1898-212,,,1898-07-01,American Line To Montreal,,Dollars,$,complete,2,43
24693,,AMEN CORNER AXE,DINNER,POL;,"FIFTH AVENUE HOTEL, [NEW YORK]",BOOKLET; 16 X 12,"OTHER, [SOC?];",CHAMPAGNES AND WINES LISTED;8 PAGE IRREVERANT NEWPAPER FORMAT;,1908-105,,,1908-02-01,Amen Corner Axe,,,,complete,8,26
32777,The Biltmore,The Biltmore,,,,28x18cm folded; 28x36cm opened,,National Hotel Men's Exposition,1917-0514_wotm,,,1917-11-17,The Biltmore,,Dollars,$,complete,4,164
28574,,Coffee House,,,,21.5x14cm folded; 21.5x28cm open,,,1957-0112_wotm,,,1957-12-12,Coffee House,,Dollars,$,complete,5,69
26802,,Kaiserhof,,RESTAURANT,Kaiserhof,Folder; 8 x 11.5 inches,,Dieter Zander Collection; prices are written in by hand.,Zander 361,,,1976-04-11,Kaiserhof,,Deutsche Marks,DM,complete,4,76
23179,,BIRMINGHAM ALUMNI ASSOCIATION OF THE UNIVERSITY OF THE SOUTH,ANNUAL BANQUET,EDUC;,"BIRMINGHAM,ALABAMA",BOOKLET;RIBBON TRIM;5X7;,ANNUAL,LIST OF SPEAKERS & MEMBERS;,1906-781,,,1906-10-26,Birmingham Alumni Association Of The University Of The South,,,,complete,8,23
25791,,FREINDS OF WILLIAM CLAUSS,DINNER TO ABOVE,SOC;,"THE ST. NICHOLAS, CINCINNATI, OH",CARD; COL; ILLUS; 11/25 X 4/25;,COMPLIMENTARY/TESTIMONIAL,"MARTINIS AND WINES IWITH EACH COURSE; GRAY STOCK, PINK VELOUR CARNATIONS;",1908-106,,,1908-02-01,Freinds Of William Clauss,,,,complete,2,22
